university,type_1,type_2,region,Latitude,Longitude,publishing_program,press,student_pop_size_2022_average,demogs_1_2022,demogs_2_2022,demogs_3_2022,student_pop_size_2012_average,demogs_1_2012,demogs_2_2012,demogs_3_2012,year,revenue
University of Virginia-Main Campus,R1,,Mid-Atlantic,38.0336,-78.508,1,1,199584,White,Asian,Nonresident Alien,179154,White,Asian,Nonresident Alien,2020,3554157138
University of Utah,R1,,West,40.7649,-111.8421,1,1,282174,White,Hispanic/Latino,Asian,268132,White,Hispanic/Latino,Nonresident Alien,2020,7016828000
The University of Tennessee-Knoxville,R1,,South,35.954,-83.9299,1,1,283226,White,Hispanic/Latino,Black or African American,235546,White,Black or African American,Nonresident Alien,2020,1306373402
Florida International University,R1,HSI,South,25.757,-80.3773,1,1,462072,Hispanic/Latino,Black or African American,White,395936,Hispanic/Latino,Black or African American,White,2020,1898943412
Loyola Marymount University,Private,,West,33.9701,-118.4175,1,1,80594,White,Hispanic/Latino,Nonresident Alien,71430,White,Hispanic/Latino,Asian,2020,1406104000
Fort Lewis College,R2,HSI,West,37.2753,-107.8794,1,0,30970,White,American Indian or Alaska Native,Hispanic/Latino,36464,White,American Indian or Alaska Native,Hispanic/Latino,2020,127843406
"University of California, Davis ",R1,HSI,West,38.5382,-121.7617,1,0,335030,Asian,Hispanic/Latino,White,272684,Asian,White,Hispanic/Latino,2020,1446138000
Leech Lake Tribal College,TCU,,Midwest,47.5097,-94.892,0,0,1534,American Indian or Alaska Native,Two or More Races,White,3116,American Indian or Alaska Native,White,Two or More Races,2020,18273394
Rutgers University-New Brunswick,R1,,Mid-Atlantic,40.5006,-74.4476,1,1,404036,White,Asian,Hispanic/Latino,337486,White,Asian,Hispanic/Latino,2020,4099040000
Drexel University,R1,Private,Mid-Atlantic,39.9566,-75.1899,1,0,167274,White,Asian,Nonresident Alien,189912,White,Asian,Nonresident Alien,2020,2051754000
University of Connecticut,R1,,Northeast,41.806,-72.253,1,0,212912,White,Hispanic/Latino,Asian,199440,White,Race/Ethnicity Unknown,Asian,2020,2914244934
University of Missouri-Columbia,R1,,Midwest,38.9404,-92.3277,1,0,255564,White,Black or African American,Hispanic/Latino,286090,White,Black or African American,Nonresident Alien,2020,4081564274
Grinnell College,Liberal Arts,,Midwest,41.7509,-92.7191,1,0,16516,White,Nonresident Alien,Hispanic/Latino,15600,White,Nonresident Alien,Hispanic/Latino,2020,6174586000
University of Denver,R2,Private,West,39.678,-104.9614,1,0,87906,White,Hispanic/Latino,Two or More Races,76522,White,Nonresident Alien,Hispanic/Latino,2020,2122465144
New York University,R1,Private,Northeast,40.7295,-73.9965,1,1,399554,Nonresident Alien,White,Asian,301100,White,Asian,Race/Ethnicity Unknown,2020,11514888000
Bowdoin College,Liberal Arts,,Northeast,43.906,-69.9634,1,0,18110,White,Hispanic/Latino,Asian,17374,White,Hispanic/Latino,Asian,2020,5742648000
Texas A&M University ,R1,HSI,South,30.6187,-96.3365,1,1,340480,Hispanic/Latino,White,Black or African American,304784,White,Hispanic/Latino,Black or African American,2020,1729390210
California Polytechnic State University-San Luis Obispo,R2,,West,35.3004,-120.6625,1,0,203736,White,Hispanic/Latino,Asian,173202,White,Hispanic/Latino,Asian,2020,923264626
University of Louisville,R1,,South,38.2152,-85.7606,1,0,169336,White,Black or African American,Hispanic/Latino,170410,White,Black or African American,Hispanic/Latino,2020,1248028000
Columbia University in the City of New York,R1,Private,Northeast,40.8075,-73.9626,1,1,193852,Nonresident Alien,White,Asian,149848,White,Nonresident Alien,Asian,2020,33846440000
Bard College,Liberal Arts,,Northeast,42.0184,-73.9102,1,0,23220,White,Nonresident Alien,Hispanic/Latino,20176,White,Race/Ethnicity Unknown,Nonresident Alien,2020,395780068
Simmons University,Women's College,,Northeast,42.339,-71.1003,1,0,32770,White,Race/Ethnicity Unknown,Hispanic/Latino,29194,White,Race/Ethnicity Unknown,Black or African American,2020,491433308
University of Kentucky,R1,,South,38.0376,-84.5037,1,1,247996,White,Black or African American,Hispanic/Latino,226240,White,Black or African American,Nonresident Alien,2020,4266968536
"California State University, Northridge",R2,HSI,West,34.2381,-118.5287,1,0,333146,Hispanic/Latino,White,Asian,324190,Hispanic/Latino,White,Asian,2020,1090040110
DePauw University,Liberal Arts,,Midwest,39.64,-86.8622,1,0,16370,White,Nonresident Alien,Hispanic/Latino,22056,White,Nonresident Alien,Black or African American,2020,1520590096
Sweet Briar College,Women's College,,South,37.5654,-79.0794,1,0,4250,White,Nonresident Alien,Black or African American,6314,White,Black or African American,Hispanic/Latino,2020,154451696
Illinois State University,R2,,Midwest,40.5095,-88.9946,1,0,182952,White,Hispanic/Latino,Black or African American,185878,White,Hispanic/Latino,Black or African American,2020,1052436940
Ohio State University,R1,,Midwest,40.0017,-83.0197,1,1,258878,White,Hispanic/Latino,Nonresident Alien,263598,White,Nonresident Alien,Hispanic/Latino,2020,1303831356
University of Wisconsin-Madison,R1,,Midwest,43.0766,-89.4125,1,0,391916,White,Nonresident Alien,Asian,333628,White,Nonresident Alien,Asian,2020,4796791440
Wellesley College,Liberal Arts,Women's College,Northeast,42.2936,-71.3065,1,0,22922,White,Asian,Hispanic/Latino,23182,White,Asian,Nonresident Alien,2020,6501368000
Vanderbilt University,R1,Private,South,36.1447,-86.8027,1,1,94480,White,Asian,Nonresident Alien,88228,White,Nonresident Alien,Black or African American,2020,21905648698
Baylor College of Medicine,R1,Private,South,29.7116,-95.4018,1,0,6440,White,Asian,Nonresident Alien,6100,White,Asian,Nonresident Alien,2020,4021897234
South Dakota State University,R2,,Midwest,44.3196,-96.7851,1,0,95268,White,Nonresident Alien,Hispanic/Latino,108294,White,Nonresident Alien,Two or More Races,2020,371885770
American University ,R2,Private,Mid-Atlantic,38.9375,-77.0897,1,0,98532,White,Hispanic/Latino,Nonresident Alien,90156,White,Race/Ethnicity Unknown,Hispanic/Latino,2020,2678576000
Johns Hopkins University,R1,Private,Mid-Atlantic,39.3289,-76.6205,1,1,156948,White,Nonresident Alien,Asian,116476,White,Nonresident Alien,Asian,2020,21173032000
University of Nebraska-Lincoln,R1,,Midwest,40.8202,-96.7005,1,1,200706,White,Hispanic/Latino,Nonresident Alien,203572,White,Nonresident Alien,Hispanic/Latino,2020,1604933568
University of North Dakota,R2,,Midwest,47.9212,-97.0701,1,0,108118,White,Nonresident Alien,Hispanic/Latino,126074,White,Nonresident Alien,Race/Ethnicity Unknown,2020,934636364
University of Maine,R2,,Northeast,44.9,-68.667,1,1,99474,White,Hispanic/Latino,Two or More Races,90078,White,Race/Ethnicity Unknown,Nonresident Alien,2020,477616000
College of Saint Benedict,Women's College,,Midwest,45.5785,-94.3963,1,0,13830,White,Hispanic/Latino,Asian,19710,White,Nonresident Alien,Asian,2020,235453308
University of Oregon,R1,,West,44.0455,-123.0726,1,0,198928,White,Hispanic/Latino,Two or More Races,213484,White,Nonresident Alien,Hispanic/Latino,2020,1356235618
Pepperdine University,Private,,West,34.04,-118.709,1,1,60184,White,Hispanic/Latino,Asian,48598,White,Hispanic/Latino,Asian,2020,3450218000
University of Texas at Austin,R1,HSI,South,30.2849,-97.7341,1,1,437856,White,Hispanic/Latino,Asian,429330,White,Hispanic/Latino,Asian,2020,4792453638
University of Idaho,R2,,West,46.7253,-117.0002,1,0,88224,White,Hispanic/Latino,Nonresident Alien,101444,White,Hispanic/Latino,Nonresident Alien,2020,365339354
Dartmouth College,R1,,Northeast,43.7044,-72.2887,1,1,51292,White,Nonresident Alien,Asian,47696,White,Asian,Nonresident Alien,2020,17385278794
University of Colorado Boulder,R1,,West,40.0076,-105.2659,1,0,328596,White,Hispanic/Latino,Two or More Races,269576,White,Hispanic/Latino,Asian,2020,3452009680
University of Alabama,R1,,South,33.2098,-87.5692,1,1,328858,White,Black or African American,Hispanic/Latino,286778,White,Black or African American,Nonresident Alien,2020,2708770908
Clemson University,R1,,South,34.675,-82.8354,1,1,239688,White,Hispanic/Latino,Black or African American,174970,White,Black or African American,Nonresident Alien,2020,2500659750
Oregon State University,R1,,West,44.5638,-123.2781,1,1,299580,White,Hispanic/Latino,Asian,226426,White,Nonresident Alien,Asian,2020,1501631034
Arizona State University,R1,HSI,West,33.4219,-111.9332,1,0,54092,White,Hispanic/Latino,Asian,81782,White,Nonresident Alien,Hispanic/Latino,2020,220468000
Wake Forest University,R2,Private,South,36.1355,-80.278,1,1,65790,White,Nonresident Alien,Hispanic/Latino,56094,White,Black or African American,Asian,2020,5822758000
University of Pittsburgh-Pittsburgh Campus,R1,,Mid-Atlantic,40.4445,-79.9561,1,1,254944,White,Asian,Nonresident Alien,217074,White,Nonresident Alien,Asian,2020,11360451772
Northeastern University,R1,Private,Northeast,42.3398,-71.0892,1,1,212306,White,Nonresident Alien,Asian,199684,White,Nonresident Alien,Race/Ethnicity Unknown,2020,3370238000
"University of California, Irvine",R1,HSI,West,33.6405,-117.8443,1,0,304348,Asian,Hispanic/Latino,Nonresident Alien,233034,Asian,White,Hispanic/Latino,2020,1169780000
Duke University,R1,Private,South,36.0014,-78.9382,1,1,108162,White,Nonresident Alien,Asian,97398,White,Asian,Nonresident Alien,2020,40675316000
Georgetown University,R1,Private,Mid-Atlantic,38.9076,-77.0723,1,1,125956,White,Nonresident Alien,Asian,110192,White,Nonresident Alien,Asian,2020,5398622000
Michigan State University,R1,,Midwest,42.7018,-84.4822,1,1,414920,White,Asian,Nonresident Alien,401036,White,Nonresident Alien,Black or African American,2020,3976095018
Tufts University,R1,Private,Northeast,42.4075,-71.119,1,0,90954,White,Asian,Nonresident Alien,72060,White,Asian,Race/Ethnicity Unknown,2020,6098981076
Brandeis University,R2,Private,Northeast,42.3668,-71.2586,1,1,42424,White,Nonresident Alien,Asian,43048,White,Nonresident Alien,Race/Ethnicity Unknown,2020,2653398344
Williams College,Liberal Arts,,Northeast,42.7128,-73.203,1,0,20624,White,Asian,Hispanic/Latino,19610,White,Hispanic/Latino,Asian,2020,8488829558
Linfield University,Liberal Arts,,West,45.2101,-123.1987,1,0,16366,White,Hispanic/Latino,Two or More Races,15524,White,Two or More Races,Hispanic/Latino,2020,324687950
University of Delaware,R1,,Mid-Atlantic,39.678,-75.7521,1,1,199968,White,Hispanic/Latino,Nonresident Alien,185312,White,Nonresident Alien,Hispanic/Latino,2020,4645639826
University of Montana,R2,,West,46.8601,-113.984,1,1,78756,White,Two or More Races,Hispanic/Latino,129602,White,Two or More Races,Hispanic/Latino,2020,461559568
"University of Nevada, Reno",R2,HSI,West,39.5443,-119.8164,1,1,174718,White,Hispanic/Latino,Two or More Races,156002,White,Hispanic/Latino,Asian,2020,913382482
West Virginia University,R1,,Mid-Atlantic,39.6342,-79.9532,1,1,200744,White,Two or More Races,Hispanic/Latino,243380,White,Nonresident Alien,Black or African American,2020,1492372926
California Baptist University,Private,,West,33.8884,-117.437,1,0,92350,Hispanic/Latino,White,Black or African American,52030,White,Hispanic/Latino,Black or African American,2020,114235688
University of South Florida ,R1,HSI,South,28.0587,-82.4139,1,0,407946,White,Hispanic/Latino,Nonresident Alien,341086,White,Hispanic/Latino,Black or African American,2020,2354693712
Seattle University,Private,,West,47.6092,-122.3196,1,0,50700,White,Asian,Hispanic/Latino,55544,White,Asian,Nonresident Alien,2020,641952614
Stetson University,Private,,South,29.0346,-81.3031,1,0,29570,White,Hispanic/Latino,Black or African American,29272,White,Hispanic/Latino,Black or African American,2020,774324622
University of Wyoming,R2,,West,41.3145,-105.5731,1,1,91634,White,Hispanic/Latino,Race/Ethnicity Unknown,108948,White,Race/Ethnicity Unknown,Hispanic/Latino,2020,561030000
Seton Hall University,Private,,Mid-Atlantic,40.7428,-74.246,1,0,70988,White,Hispanic/Latino,Black or African American,68568,White,Hispanic/Latino,Black or African American,2020,701382000
Drake University,Private,,Midwest,41.6019,-93.6523,1,0,34120,White,Hispanic/Latino,Black or African American,39354,White,Nonresident Alien,Black or African American,2020,549047854
Hofstra University,Private,,Mid-Atlantic,40.7145,-73.6018,1,0,73956,White,Hispanic/Latino,Asian,82234,White,Hispanic/Latino,Black or African American,2020,1850006300
Loyola University Chicago,R2,Private,Midwest,41.9992,-87.6587,1,0,131308,White,Hispanic/Latino,Asian,116180,White,Hispanic/Latino,Asian,2020,2144493788
Saint Louis University,R2,Private,Midwest,38.636,-90.2346,1,0,110342,White,Race/Ethnicity Unknown,Asian,124808,White,Asian,Black or African American,2020,3059970146
University of Notre Dame,R1,Private,Midwest,41.7031,-86.2389,1,1,101956,White,Hispanic/Latino,Nonresident Alien,95290,White,Hispanic/Latino,Nonresident Alien,2020,45691544000
University of Houston,R1,HSI,South,29.7199,-95.3422,1,0,399896,Hispanic/Latino,Asian,White,346788,White,Hispanic/Latino,Asian,2020,3081039242
Washington University in St. Louis,R1,Private,Midwest,38.6488,-90.3108,1,0,111890,White,Nonresident Alien,Asian,93860,White,Asian,Nonresident Alien,2020,32197650000
Marquette University,Private,,Midwest,43.039,-87.9284,1,1,84918,White,Hispanic/Latino,Asian,92198,White,Hispanic/Latino,Black or African American,2020,2143996000
St. John's College,Liberal Arts,,Northeast,38.9816,-76.4901,1,0,4676,White,Nonresident Alien,Hispanic/Latino,4494,White,Nonresident Alien,Hispanic/Latino,2020,489541672
Creighton University,Private,,Midwest,41.2653,-95.9491,1,1,57156,White,Hispanic/Latino,Asian,53054,White,Asian,Hispanic/Latino,2020,2021654000
Catholic University of America,Private,,Mid-Atlantic,38.9368,-77.0008,1,1,36196,White,Hispanic/Latino,Black or African American,47488,White,Race/Ethnicity Unknown,Hispanic/Latino,2020,969830000
Goucher College,Liberal Arts,,Mid-Atlantic,39.4104,-76.5928,1,0,12296,White,Black or African American,Race/Ethnicity Unknown,17028,White,Race/Ethnicity Unknown,Black or African American,2020,531052000
Agnes Scott College,Women's College,,South,33.7683,-84.2934,1,0,9608,White,Black or African American,Hispanic/Latino,8170,White,Black or African American,Nonresident Alien,2020,508620464
Furman University,Liberal Arts,,South,34.9245,-82.4388,1,0,22156,White,Black or African American,Hispanic/Latino,26700,White,Black or African American,Race/Ethnicity Unknown,2020,1846869446
Whitman College,Liberal Arts,,West,46.071,-118.329,1,0,14174,White,Nonresident Alien,Hispanic/Latino,14552,White,Asian,Hispanic/Latino,2020,1794972786
"University of California, Santa Barbara",R1,,West,34.414,-119.8489,1,0,236342,White,Hispanic/Latino,Asian,192076,White,Hispanic/Latino,Asian,2020,902386000
University of Alaska Fairbanks,R2,,West,64.8591,-147.8494,1,0,52370,White,American Indian or Alaska Native,Two or More Races,74118,White,Race/Ethnicity Unknown,American Indian or Alaska Native,2020,327488104
University of Tampa,Private,,South,27.9476,-82.4649,1,1,96084,White,Hispanic/Latino,Race/Ethnicity Unknown,61390,White,Hispanic/Latino,Nonresident Alien,2020,137648600
University of San Diego,Private,,West,32.7716,-117.189,1,0,66406,White,Hispanic/Latino,Asian,62662,White,Hispanic/Latino,Asian,2020,1667104000
University of Indianapolis,Private,,Midwest,39.7089,-86.1356,1,0,40310,White,Black or African American,Nonresident Alien,45510,White,Black or African American,Nonresident Alien,2020,254326448
University of Texas at El Paso,R2,HSI,South,31.773,-106.5055,1,0,208778,Hispanic/Latino,White,Nonresident Alien,199684,Hispanic/Latino,White,Nonresident Alien,2020,734357380
University of Massachusetts Amherst,R1,,Northeast,42.3868,-72.5301,1,1,262964,White,Asian,Nonresident Alien,233234,White,Race/Ethnicity Unknown,Asian,2020,1545844114
University of North Carolina Wilmington,R2,,South,34.2257,-77.8787,1,0,151060,White,Hispanic/Latino,Black or African American,123840,White,Hispanic/Latino,Black or African American,2020,610599692
University of West Florida,R2,,South,30.5441,-87.2172,1,0,105524,White,Hispanic/Latino,Black or African American,107948,White,Black or African American,Hispanic/Latino,2020,353332918
University of Missouri-Kansas City,R2,,Midwest,39.0336,-94.576,1,0,106756,White,Hispanic/Latino,Black or African American,116726,White,Black or African American,Race/Ethnicity Unknown,2020,839620984
University of Hawaii at Hilo,R2,,West,19.6995,-155.0806,1,0,25834,Two or More Races,White,Hispanic/Latino,36458,Two or More Races,White,Asian,2020,84964688
"University of California, Riverside",R1,HSI,West,33.9737,-117.3281,1,0,233280,Hispanic/Latino,Asian,White,186946,Asian,Hispanic/Latino,White,2020,643690000
University of Massachusetts Lowell,R2,,Northeast,42.6526,-71.3246,1,0,137456,White,Asian,Hispanic/Latino,132590,White,Asian,Hispanic/Latino,2020,671250000
University of North Alabama,R2,,South,34.8055,-87.6818,1,0,72532,White,Black or African American,Nonresident Alien,61060,White,Black or African American,Nonresident Alien,2020,263991194
University of North Carolina Asheville,Liberal Arts,Public,South,35.6164,-82.5665,1,0,27682,White,Hispanic/Latino,Black or African American,34320,White,Hispanic/Latino,Race/Ethnicity Unknown,2020,85441332
University of Texas Health Science Center at Houston,R1,,South,29.7092,-95.4018,1,0,24740,White,Asian,Hispanic/Latino,21334,White,Asian,Nonresident Alien,2020,1412188750
University of Texas Medical Branch at Galveston,R1,,South,29.3114,-94.7782,1,0,16954,White,Hispanic/Latino,Asian,16104,White,Hispanic/Latino,Asian,2020,1029388406
University of Texas MD Anderson Cancer Center,R1,,South,29.7088,-95.3976,1,0,3478,Hispanic/Latino,Asian,White,2900,White,Asian,Hispanic/Latino,2020,3490662
New College of Florida,Liberal Arts,Public,South,27.3839,-82.557,1,0,6394,White,Hispanic/Latino,Two or More Races,7874,White,Hispanic/Latino,Two or More Races,2020,48711024
Mississippi State University,R1,,South,33.454,-88.794,1,0,193088,White,Black or African American,Hispanic/Latino,174012,White,Black or African American,Nonresident Alien,2020,1207128612
University of West Georgia,R2,,South,33.5731,-85.0962,1,0,93814,White,Black or African American,Hispanic/Latino,102030,White,Black or African American,Hispanic/Latino,2020,290000410
University of Central Missouri,R2,,Midwest,38.7626,-93.736,1,0,82862,White,Nonresident Alien,Black or African American,99484,White,Race/Ethnicity Unknown,Black or African American,2020,252406532
Bowie State University,HBCU,R2,Mid-Atlantic,39.02,-76.7744,1,0,54636,Black or African American,Hispanic/Latino,Two or More Races,46270,Black or African American,White,Hispanic/Latino,2020,257379492
Eastern Michigan University,R2,,Midwest,42.2506,-83.6244,1,0,120076,White,Black or African American,Hispanic/Latino,200186,White,Black or African American,Race/Ethnicity Unknown,2020,436878322
Sam Houston State University,R2,HSI,South,30.713,-95.5508,1,0,188338,White,Hispanic/Latino,Black or African American,162680,White,Hispanic/Latino,Black or African American,2020,771942896
University of Northern Iowa,R2,,Midwest,42.5152,-92.4535,1,0,78662,White,Hispanic/Latino,Black or African American,109046,White,Nonresident Alien,Black or African American,2020,474677940
Florida Gulf Coast University,R3,,South,26.4631,-81.773,1,0,141714,White,Hispanic/Latino,Black or African American,121064,White,Hispanic/Latino,Black or African American,2020,433031746
Portland State University,R2,,West,45.511,-122.6846,1,1,174088,White,Hispanic/Latino,Asian,236362,White,Hispanic/Latino,Asian,2020,746567496
East Tennessee State University,R2,,South,36.3038,-82.3699,1,0,110016,White,Race/Ethnicity Unknown,Black or African American,128214,White,Black or African American,Two or More Races,2020,353939904
Indiana State University,R2,,Midwest,39.4693,-87.4081,1,0,73196,White,Black or African American,Hispanic/Latino,102544,White,Black or African American,Nonresident Alien,2020,278200000
"California State University, Chico",R2,HSI,West,39.7285,-121.8375,1,0,130066,White,Hispanic/Latino,Asian,151708,White,Hispanic/Latino,Race/Ethnicity Unknown,2020,462811514
University of Massachusetts Dartmouth,R2,,Northeast,41.6282,-71.0087,1,0,59548,White,Black or African American,Hispanic/Latino,78090,White,Black or African American,Hispanic/Latino,2020,311134000
Montana Technological University,R2,,West,46.0152,-112.5263,1,0,14452,White,Race/Ethnicity Unknown,Hispanic/Latino,18660,White,Nonresident Alien,Race/Ethnicity Unknown,2020,77808058
Western Carolina University,R2,,South,35.3095,-83.186,1,0,101824,White,Hispanic/Latino,Black or African American,82458,White,Black or African American,Hispanic/Latino,2020,441964600
Fayetteville State University,HBCU,R2,South,35.0742,-78.8945,1,0,57944,Black or African American,White,Hispanic/Latino,53638,Black or African American,White,Race/Ethnicity Unknown,2020,101012374
University of Wisconsin-Eau Claire,R2,,Midwest,44.7981,-91.4985,1,0,91546,White,Hispanic/Latino,Two or More Races,102630,White,Asian,Nonresident Alien,2020,320879362
University of North Georgia,R3,,South,34.5285,-83.9849,1,1,162110,White,Hispanic/Latino,Black or African American,,,,,2020,285944472
"California State University, San Marcos",R2,HSI,West,33.13,-117.16,1,0,138538,Hispanic/Latino,White,Asian,98272,White,Hispanic/Latino,Race/Ethnicity Unknown,2020,363266846
University of Michigan-Dearborn,R2,,Midwest,42.318,-83.232,1,0,66962,White,Asian,Nonresident Alien,76006,White,Black or African American,Asian,2020,323194000
Texas Woman’s University,R2,Women's College,South,33.2275,-97.1292,1,0,116956,White,Hispanic/Latino,Black or African American,109996,White,Black or African American,Hispanic/Latino,2020,813407188
Winston-Salem State University,HBCU,R2,South,36.0917,-80.2264,1,0,45128,Black or African American,White,Hispanic/Latino,59818,White,Hispanic/Latino,Black or African American,2020,123114444
University of Houston-Clear Lake,R3,HSI,South,29.5743,-95.1026,1,0,71618,Hispanic/Latino,White,Asian,59818,White,Hispanic/Latino,Black or African American,2020,342899996
"California State Polytechnic University, Pomona",R2,HSI,West,34.0572,-117.8211,1,0,253384,Hispanic/Latino,Asian,White,205312,Hispanic/Latino,Asian,White,2020,759495770
University of Texas Permian Basin,R3,HSI,South,31.8829,-102.3367,1,0,47566,Hispanic/Latino,White,Black or African American,32838,White,Hispanic/Latino,Black or African American,2020,170990590
"Minnesota State University, Mankato",R2,,Midwest,44.1465,-93.0011,1,0,124514,White,Nonresident Alien,Black or African American,134338,White,Nonresident Alien,Black or African American,2020,518540000
Tarleton State University,R2,,South,32.2153,-98.2179,1,0,122752,White,Hispanic/Latino,Black or African American,109472,White,Race/Ethnicity Unknown,Hispanic/Latino,2020,394199442
Trinity University,Private,Liberal Arts,South,29.461,-98.4835,1,1,24446,White,Hispanic/Latino,Asian,22264,White,Hispanic/Latino,Asian,2020,3523026180
North Dakota State University,R2,,Midwest,46.8914,-96.8008,1,1,95268,White,Nonresident Alien,Hispanic/Latino,108294,White,Nonresident Alien,Two or More Races,2020,371885770
Southeastern Louisiana University,R3,,South,30.5225,-90.4675,1,0,112254,White,Black or African American,Hispanic/Latino,135038,White,Black or African American,Hispanic/Latino,2020,272900362
The College of New Jersey,Liberal Arts,Public,Mid-Atlantic,40.2805,-74.7779,1,0,68788,White,Hispanic/Latino,Asian,64968,White,Hispanic/Latino,Asian,2020,463930000
Appalachian State University,R2,,South,36.2146,-81.6805,1,0,184894,White,Hispanic/Latino,Two or More Races,157832,White,Hispanic/Latino,Black or African American,2020,646375898
Grand Valley State University,R2,,Midwest,42.9632,-85.8882,1,0,190120,White,Hispanic/Latino,Black or African American,218226,White,Black or African American,Hispanic/Latino,2020,968156742
Texas Southern University,HBCU,R2,South,29.7216,-95.3568,1,0,70764,Black or African American,Hispanic/Latino,Two or More Races,78012,Black or African American,Hispanic/Latino,Nonresident Alien,2020,412783252
Northern Arizona University,R2,HSI,West,35.1894,-111.6526,1,0,239962,White,Hispanic/Latino,Two or More Races,225614,White,Hispanic/Latino,Two or More Races,2020,996910560
University of Nebraska at Kearney,R3,,Midwest,40.7006,-99.081,1,0,47612,White,Hispanic/Latino,Nonresident Alien,59356,White,Nonresident Alien,Hispanic/Latino,2020,174484414
University of Michigan,R1,Public,Midwest,42.278,-83.738,1,1,48232,White,Black or African American,Hispanic/Latino,72580,White,Black or African American,Race/Ethnicity Unknown,2021,338868000
Howard University,HBCU,Private,Mid-Atlantic,38.922,-77.019,1,0,103148,Black or African American,Race/Ethnicity Unknown,Hispanic/Latino,77112,Black or African American,Nonresident Alien,Asian,2021,1837096000
Stanford University,R1,,West,37.427,-122.17,1,1,116808,White,Asian,Nonresident Alien,112674,White,Nonresident Alien,Asian,2021,92947600000
Morehouse College,HBCU,,South,33.747,-84.415,1,0,24310,Black or African American,Two or More Races,Nonresident Alien,22592,Black or African American,Nonresident Alien,Race/Ethnicity Unknown,2021,479959714
"University of California, Berkeley",R1,HSI,West,37.871,-122.258,1,1,362634,Asian,White,Hispanic/Latino,289892,Asian,White,Hispanic/Latino,2021,2007336000
Swarthmore College,Liberal Arts,,Mid-Atlantic,39.906,-75.355,1,0,15360,White,Asian,Hispanic/Latino,14684,White,Asian,Hispanic/Latino,2021,5552294000
New Mexico State University,R2,HSI,West,32.278,-106.747,1,0,6154,Hispanic/Latino,American Indian or Alaska Native,White,8798,Hispanic/Latino,American Indian or Alaska Native,White,2021,1554958
Florida A&M University,HBCU,,South,30.426,-84.284,1,0,361220,White,Hispanic/Latino,Black or African American,342306,White,Hispanic/Latino,Black or African American,2021,2773282302
Massachusetts Institute of Technology,R1,,Northeast,42.36,-71.094,1,1,73026,Asian,White,Nonresident Alien,69400,White,Nonresident Alien,Asian,2021,65097262000
Spelman College,HBCU,Women's College,South,33.746,-84.41,1,0,29850,Black or African American,White,Race/Ethnicity Unknown,20404,Black or African American,Race/Ethnicity Unknown,Two or More Races,2021,995489080
Amherst College,Liberal Arts,,Northeast,42.3709,-72.517,1,1,18046,White,Hispanic/Latino,Asian,17244,White,Hispanic/Latino,Asian,2021,7660955448
Navajo Technical University,TCU,,West,35.8932,-108.5087,1,0,11374,American Indian or Alaska Native,Hispanic/Latino,White,15980,American Indian or Alaska Native,Hispanic/Latino,White,2021,68934774
University of Texas Rio Grande Valley,R2,HSI,South,26.3077,-98.1747,1,0,273244,Hispanic/Latino,White,Nonresident Alien,170324,Hispanic/Latino,White,Nonresident Alien,2021,739289186
University of Southern California,R1,Private,West,34.0224,-118.2851,1,1,312358,White,Nonresident Alien,Asian,262398,White,Asian,Nonresident Alien,2021,17618630000
Fisk University,HBCU,,South,36.1659,-86.8055,1,0,9666,Black or African American,Nonresident Alien,Race/Ethnicity Unknown,5594,Black or African American,Race/Ethnicity Unknown,Nonresident Alien,2021,221343820
Harvard University,R1,,Northeast,42.377,-71.1167,1,1,169864,White,Nonresident Alien,Asian,158000,White,Nonresident Alien,Asian,2021,1.19E+11
Haskell Indian Nations University,TCU,,Midwest,38.9387,-95.2353,1,0,6860,American Indian or Alaska Native,Nonresident Alien,Hispanic/Latino,7960,American Indian or Alaska Native,Nonresident Alien,Hispanic/Latino,2021,284100
University of Georgia,R1,,South,33.948,-83.3773,1,1,333574,White,Asian,Hispanic/Latino,284964,White,Asian,Black or African American,2021,2264520554
University of Central Florida,R1,HSI,South,28.6024,-81.2001,1,0,609102,White,Hispanic/Latino,Black or African American,530734,White,Hispanic/Latino,Black or African American,2021,1935248422
Xavier University of Louisiana,HBCU,,South,29.9654,-90.107,1,1,28116,Black or African American,Hispanic/Latino,Two or More Races,26424,Black or African American,Asian,White,2021,363380244
Yale University,R1,,Northeast,41.3163,-72.9223,1,1,95842,White,Asian,Nonresident Alien,77312,White,Nonresident Alien,Asian,2021,92944144000
Colgate University,Liberal Arts,,Northeast,42.817,-75.5385,1,0,29696,White,Hispanic/Latino,Nonresident Alien,27174,White,Hispanic/Latino,Nonresident Alien,2021,2445390508
San Diego State University,R2,HSI,West,32.7757,-117.0711,1,1,328090,Hispanic/Latino,White,Asian,270058,White,Hispanic/Latino,Asian,2021,1462694680
Cornell University,R1,,Northeast,42.4534,-76.4735,1,1,190784,White,Asian,Nonresident Alien,164528,White,Asian,Nonresident Alien,2021,16856486906
University of Arizona,R1,HSI,West,32.2319,-110.9501,1,1,408892,White,Hispanic/Latino,Nonresident Alien,334088,White,Hispanic/Latino,Nonresident Alien,2021,2219512000
Tuskegee University,HBCU,,South,32.43,-85.7076,1,0,21814,Black or African American,Race/Ethnicity Unknown,Hispanic/Latino,26788,Black or African American,Race/Ethnicity Unknown,Nonresident Alien,2021,367752238
